intermediateCommunityIds,label,neo4jId
,16,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30892
,16,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30893
,5,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30906
,5,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30905
,5,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30904
,5,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30903
,59,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30902
,5,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30901
,5,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30900
,29,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30899
,5,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30898
,16,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30908
,16,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30910
,16,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30909
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30921
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30922
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30920
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30919
,35,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30918
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30917
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30916
,29,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30915
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30914
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30913
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30935
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30936
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30934
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30933
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30932
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30931
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30930
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30929
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30928
,60,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30927
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30926
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30925
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30924
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30953
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30954
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30952
,15,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30951
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30950
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30949
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30948
,15,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30947
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30946
,59,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30945
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30944
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30943
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30942
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30941
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30940
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30939
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30937
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30968
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30969
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30967
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30966
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30965
,9,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30964
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30963
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30962
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30961
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30960
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30959
,29,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30958
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30957
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30956
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30987
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30988
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30986
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30985
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30984
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30983
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30982
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30981
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30980
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30979
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30978
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30977
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30976
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30975
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30974
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30973
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30972
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30971
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31001
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31000
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30999
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30998
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30997
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30996
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30995
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30994
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30993
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30992
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30991
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:30990
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31015
,57,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31016
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31014
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31013
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31012
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31011
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31010
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31009
,76,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31008
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31007
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31006
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31005
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31004
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31003
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31031
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31032
,39,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31030
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31029
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31028
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31027
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31026
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31025
,57,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31024
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31023
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31022
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31021
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31020
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31019
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31018
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31042
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31041
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31040
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31039
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31038
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31037
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31036
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31035
,29,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31034
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31033
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31062
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31063
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31061
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31060
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31059
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31058
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31057
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31056
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31055
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31054
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31053
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31052
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31051
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31050
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31049
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31048
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31047
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31046
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31045
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31080
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31081
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31079
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31078
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31077
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31076
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31075
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31074
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31073
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31072
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31071
,30,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31070
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31069
,31,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31068
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31067
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31066
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31065
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31090
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31091
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31089
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31088
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31087
,59,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31086
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31085
,39,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31084
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31083
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31095
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31094
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31093
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31097
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31098
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31100
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31103
,4,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31102
,46,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31105
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31108
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31120
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31121
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31119
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31118
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31117
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31116
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31115
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31114
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31113
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31112
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31111
,8,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31110
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31132
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31131
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31130
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31129
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31128
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31127
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31126
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31125
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31124
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31123
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31135
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31136
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31148
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31149
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31147
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31146
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31145
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31144
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31143
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31142
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31141
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31140
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31139
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31138
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31165
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31164
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31163
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31162
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31161
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31160
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31159
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31158
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31157
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31156
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31155
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31154
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31153
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31152
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31167
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31179
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31180
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31178
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31177
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31176
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31175
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31174
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31173
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31172
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31171
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31170
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31169
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31168
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31183
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31185
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31196
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31197
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31195
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31194
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31193
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31192
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31191
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31190
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31189
,57,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31188
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31187
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31213
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31214
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31212
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31211
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31210
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31209
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31208
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31207
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31206
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31205
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31204
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31203
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31202
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31201
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31200
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31199
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31218
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31220
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31221
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31225
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31226
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31224
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31223
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31229
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31230
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31245
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31246
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31244
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31243
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31242
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31241
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31240
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31239
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31238
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31237
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31236
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31235
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31234
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31233
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31232
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31254
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31253
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31252
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31251
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31250
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31249
,51,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31248
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31269
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31268
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31267
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31266
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31265
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31264
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31263
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31262
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31261
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31260
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31259
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31258
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31257
,29,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31256
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31277
,77,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31278
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31276
,35,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31275
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31274
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31273
,10,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31272
,20,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31271
,39,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31293
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31294
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31292
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31291
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31290
,0,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31289
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31288
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31287
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31286
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31285
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31284
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31283
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31282
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31281
,4,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31280
,12,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31279
,35,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31297
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31312
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31313
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31311
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31310
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31309
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31308
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31307
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31306
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31305
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31304
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31303
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31302
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31301
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31300
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31299
,84,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31315
,84,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31316
,26,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31321
,84,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31320
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31319
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31318
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31324
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31323
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31326
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31342
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31343
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31341
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31340
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31339
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31338
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31337
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31336
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31335
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31334
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31333
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31332
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31331
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31330
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31329
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31328
,22,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31344
,44,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31349
,44,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31348
,44,4:68504eee-ce09-43ce-af9d-ef2cb95858cc:31347
